mls_number,city,address,postal_code,price,price_numeric,property_type,building_type,bedrooms,bathrooms,size_interior,size_exterior,lot_size,year_built,parking_type,parking_spaces,ownership_type,heating_type,cooling_type,basement_type,agent_name,brokerage,time_on_realtor,annual_tax,tax_account_id,assessed_value_2025,assessed_value_2026,taxable_assessment_2025,taxable_assessment_2026,tax_municipal_2025,tax_municipal_2026,tax_education_2025,tax_education_2026,tax_library_2025,tax_library_2026,tax_total_2025,tax_total_2026,tax_property_class,tax_property_type,tax_lot_size_sqft,tax_ward,tax_valuation_approach
SK027551,Saskatoon,"706 Balmoral STREET|Saskatoon, Saskatchewan S7K0Y8",S7K0Y8,"$335,900",335900,"Single Family",House,3,1,"1161 sqft",,"3900 sqft",1963,"None, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,Full,"Howard Smith","Boyes Group Realty Inc.",,"$3,052 (CAD)",5133734,314400,,,,1883.96,,1073.99,,189.29,,3147.24,,"Residential Properties","Single Family, Detached",3899,,
SK028929,Saskatoon,"538 Bowman LANE|Saskatoon, Saskatchewan S7L6P8",S7L6P8,"$335,000",335000,"Single Family",House,4,2,"903 sqft",,"5920 sqft",1988,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Kerry Doole","Realty Executives Saskatoon","12 hours ago",,5094450,312000,,,,1869.58,,1065.79,,187.85,,3123.22,,"Residential Properties","Single Family, Detached",5951,,
SK025090,Saskatoon,"109 1015 Moss AVENUE|Saskatoon, Saskatchewan S7H5R1",S7H5R1,"$334,900",334900,"Single Family",Apartment,2,2,"1055 sqft",,,,"Underground (1), Surfaced (1), Other, Heated Garage, Parking Space(s) (2)",4,Condominium/Strata,,,,"Lorri Walters","Royal LePage Saskatoon Real Estate",,,6007691,305400,,,,1830.03,,1043.25,,183.88,,3057.16,,Condominium,"Condo, Lowrise",,,
SK027682,Saskatoon,"412 351 Saguenay DRIVE|Saskatoon, Saskatchewan S7K5T4",S7K5T4,"$329,900",329900,"Single Family",Apartment,2,2,"1625 sqft",,,1979,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water","Wall unit",,"Philippe Chagnon Real Estate P.C. Inc.","Coldwell Banker Signature",,"$3,476 (CAD)",5073030,336200,,,,2014.59,,1148.46,,202.42,,3365.47,,Condominium,"Condo, Highrise",,,
SK028858,Saskatoon,"3111 33rd STREET W|Saskatoon, Saskatchewan S7L0X8",S7L0X8,"$329,900",329900,"Single Family",House,3,2,"1080 sqft",,60x110,1974,"Attached Garage, RV, Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Partially finished)","Margaret Burt","Century 21 Fusion","4 days ago","$2,775 (CAD)",5166505,290200,,,,1738.95,,991.32,,174.72,,2904.99,,"Residential Properties","Single Family, Detached",6542,,
SK028559,Saskatoon,"30 651 Dubois CRESCENT|Saskatoon, Saskatchewan S7V1N3",S7V1N3,"$329,900",329900,"Single Family","Row / Townhouse",2,1,"1011 sqft",,,2024,"Attached Garage, Other, Parking Space(s) (2)",2,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning, Air exchanger",,"Colby Hepburn","North Ridge Realty Ltd.",,"$440 (CAD)",,,,,,,,,,,,,,,,,,
SK028412,Saskatoon,"14 215 Pinehouse DRIVE|Saskatoon, Saskatchewan S7K6N9",S7K6N9,"$325,000",325000,"Single Family","Row / Townhouse",3,2,"1112 sqft",,,1996,"Attached Garage, Other, Parking Space(s) (2)",2,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning",Full,"Gail Bastien","LPT Realty",,"$2,503 (CAD)",,,,,,,,,,,,,,,,,,
SK028692,Saskatoon,"304 32ND STREET W|Saskatoon, Saskatchewan S7L0S6",S7L0S6,"$325,000",325000,"Single Family",House,3,2,"1281 sqft",,30x125,1929,"Parking Pad, None, Parking Space(s) (2)",2,Freehold,"Hot Water, (Natural gas)",,"Full (Finished)","Scott Ziegler","eXp Realty","6 days ago","$3,130 (CAD)",5187892,276400,,,,1656.26,,944.18,,166.41,,2766.85,,"Residential Properties","Single Family, Detached",3743,,
SK026020,Saskatoon,"1111 23rd STREET W|Saskatoon, Saskatchewan S7L0A7",S7L0A7,"$324,900",324900,"Single Family",House,5,3,"1144 sqft",,37x130,1946,"Detached Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Jared Boyes Realty Prof. Corp.","Boyes Group Realty Inc.",,"$2,314 (CAD)",5835690,231100,,,,1384.81,,789.44,,139.14,,2313.39,,"Residential Properties","Single Family, Detached",4872,,
SK028712,Saskatoon,"126 410 Stensrud ROAD|Saskatoon, Saskatchewan S7W0B7",S7W0B7,"$319,900",319900,"Single Family","Row / Townhouse",3,2,"1000 sqft",,,,"Detached Garage, Surfaced (2), Other, Parking Space(s) (2)",4,Condominium/Strata,,,,"Brodie Zuk","Realty Executives Saskatoon","6 days ago",,,,,,,,,,,,,,,,,,,
SK029040,Saskatoon,"1305 102 Willis CRESCENT|Saskatoon, Saskatchewan S7T0T6",S7T0T6,"$319,900",319900,"Single Family",Apartment,2,2,"970 sqft",,,2014,"Underground (1), Other, Heated Garage, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water, In Floor Heating","Central air conditioning, Air exchanger",,"Kris Miazga","Coldwell Banker Signature","9 hours ago",,5945657,247600,,,,1483.68,,845.80,,149.08,,2478.56,,Condominium,"Condo, Lowrise",,,
SK027457,Saskatoon,"1705 20th STREET W|Saskatoon, Saskatchewan S7M0Z8",S7M0Z8,"$319,900",319900,"Single Family",Fourplex,5,4,"2016 sqft",,"6500 sqft",1952,"Detached Garage, Parking Space(s) (6)",6,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Randy Sabo","Coldwell Banker Signature",,"$4,247 (CAD)",5303575,,,,,,,,,,,,,,,6487,,
SK025877,Saskatoon,"208 318 108th STREET W|Saskatoon, Saskatchewan S7N1P8",S7N1P8,"$319,499",319499,"Single Family",Apartment,2,2,"1036 sqft",,,2025,"Heated Garage, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water","Central air conditioning",,"Joanne Nagy","eXp Realty",,,5617260,22600,,,,135.42,,77.20,,13.61,,226.23,,Condominium,"Condo, Lowrise",,,
SK028005,Saskatoon,"115 Q AVENUE S|Saskatoon, Saskatchewan S7M2X9",S7M2X9,"$317,500",317500,"Single Family",House,3,2,"1000 sqft",,32x142,2026,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Scott Ziegler","eXp Realty",,"$1,075 (CAD)",,,,,,,,,,,,,,,,,,
SK026897,Saskatoon,"110 103 RUTHERFORD CRESCENT|Saskatoon, Saskatchewan S7W4R9",S7W4R9,"$314,900",314900,"Single Family","Row / Townhouse",3,3,"1116 sqft",,,2004,"None, Parking Space(s) (2)",2,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning","Full (Finished)","Amos (Jide) Babajide Oyetuga","Divine Kreation Realty",,"$2,370 (CAD)",,,,,,,,,,,,,,,,,,
SK024634,Saskatoon,"311 I AVENUE N|Saskatoon, Saskatchewan S7L2G5",S7L2G5,"$310,000",310000,"Single Family",House,4,3,"1192 sqft",,"5875 sqft",,"Detached Garage, Parking Space(s) (4)",4,Freehold,,,,"Don (Xuanzhi) Tang","L&T Realty Ltd.",,,,,,,,,,,,,,,,,,,,
SK026351,Saskatoon,"111 103 Keevil CRESCENT|Saskatoon, Saskatchewan S7N4L9",S7N4L9,"$309,900",309900,"Single Family",Apartment,2,2,"1300 sqft",,,1995,"Underground (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit, Window air conditioner",Full,"Mark Larson","Coldwell Banker Signature",,"$2,212 (CAD)",5149708,188400,,,,1128.94,,643.57,,113.43,,1885.94,,Condominium,"Condo, Lowrise",,,
SK024776,Saskatoon,"111 419 Nelson ROAD|Saskatoon, Saskatchewan S7S1P2",S7S1P2,"$309,900",309900,"Single Family",Apartment,2,2,"1020 sqft",,,,"Underground (1), Other, Parking Space(s) (1)",2,Condominium/Strata,,,,"Jordan Bula","Realty Executives Saskatoon",,,5950787,246200,,,,1475.29,,841.02,,148.23,,2464.54,,Condominium,"Condo, Lowrise",,,
SK028659,Saskatoon,"110 102 Manek ROAD|Saskatoon, Saskatchewan S7W0V2",S7W0V2,"$309,900",309900,"Single Family","Row / Townhouse",3,2,"1254 sqft",,,2015,"Detached Garage, Surfaced (1), Other, Parking Space(s) (2)",3,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning",,"Heather Kehoe","Real Broker SK Ltd.","7 days ago","$2,972 (CAD)",,,,,,,,,,,,,,,,,,
SK026193,Saskatoon,"107 502 Perehudoff CRESCENT|Saskatoon, Saskatchewan S7N4H6",S7N4H6,"$309,900",309900,"Single Family",Apartment,2,2,"985 sqft",,,2015,"Underground (1), Surfaced (1), Other, Parking Space(s) (2)",4,Condominium/Strata,"Hot Water",,,"Amanda Cobler","Dwein Trask Realty Inc.",,"$2,773 (CAD)",5978373,291600,,,,1747.34,,996.11,,175.57,,2919.02,,Condominium,"Condo, Lowrise",,,
SK025806,Saskatoon,"118 663 Beckett CRESCENT|Saskatoon, Saskatchewan S7N4W8",S7N4W8,"$305,000",305000,"Single Family","Row / Townhouse",3,2,"1116 sqft",,,2003,"Surfaced (2), Parking Space(s) (2)",4,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning",Full,"Mihir Sisodiya","RE/MAX Saskatoon",,"$2,340 (CAD)",5698350,233800,,,,1400.99,,798.66,,140.77,,2340.42,,Condominium,"Condo, Townhouse",,,
SK026504,Saskatoon,"211 1735 McKercher DRIVE|Saskatoon, Saskatchewan S7H5N6",S7H5N6,"$304,900",304900,"Single Family",Apartment,2,2,"1010 sqft",,,1997,"Underground (1), Surfaced (1), Other, Parking Space(s) (2)",4,Condominium/Strata,"Baseboard heaters, Hot Water","Central air conditioning",,"Jennifer McArthur","Realty Executives Saskatoon",,"$2,180 (CAD)",5620678,218700,,,,1310.50,,747.08,,131.67,,2189.25,,Condominium,"Condo, Lowrise",,,
SK029020,Saskatoon,"213 223 Evergreen SQUARE|Saskatoon, Saskatchewan S7W0W2",S7W0W2,"$304,900",304900,"Single Family",Apartment,2,2,"911 sqft",,,2016,"Underground (1), Surfaced (1), Other, Parking Space(s) (2)",4,Condominium/Strata,"In Floor Heating","Central air conditioning",,"Shaelene Gudmundson","Realty Executives Saskatoon","6 hours ago",,6003494,254900,,,,1527.42,,870.74,,153.47,,2551.63,,Condominium,"Condo, Lowrise",,,
SK025826,Saskatoon,"313 Q AVENUE S|Saskatoon, Saskatchewan S7M2Y2",S7M2Y2,"$299,900",299900,"Single Family",House,5,2,"1008 sqft",,"6986 sqft",1977,"Attached Garage, Detached Garage, Parking Space(s) (4)",4,Freehold,"Baseboard heaters, Forced air, (Natural gas)","Central air conditioning","Full (Finished)","Mitchel Walter","TRCG The Realty Consultants Group",,"$2,244 (CAD)",,,,,,,,,,,,,,,,,,
SK028991,Saskatoon,"147 1128 McKercher DRIVE|Saskatoon, Saskatchewan S7H4Y7",S7H4Y7,"$299,900",299900,"Single Family","Row / Townhouse",3,2,"1050 sqft",,,1977,"Other, Parking Space(s) (1)",1,Condominium/Strata,"Forced air, (Natural gas)",,,"Priyanka Nandi","RE/MAX Saskatoon","12 hours ago",,5476781,177900,,,,1066.02,,607.71,,107.11,,1780.84,,Condominium,"Condo, Townhouse",,,
SK026749,Saskatoon,"3205 33rd STREET W|Saskatoon, Saskatchewan S7L4R1",S7L4R1,"$299,900",299900,"Single Family",House,3,1,"860 sqft",,"5328 sqft",1973,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Jackie Sklar","RE/MAX Saskatoon",,"$2,286 (CAD)",,,,,,,,,,,,,,,,,,
SK027086,Saskatoon,"501 315 5th AVENUE N|Saskatoon, Saskatchewan S7K5Z8",S7K5Z8,"$295,000",295000,"Single Family",Apartment,2,2,"1076 sqft",,,1980,"Underground (1), Heated Garage, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Forced air, Hot Water, (Natural gas)","Central air conditioning",,"Brian Vanneste","Royal LePage Varsity",,"$2,531 (CAD)",,,,,,,,,,,,,,,,,,
SK028790,Saskatoon,"806 1022 Hampton CIRCLE|Saskatoon, Saskatchewan S7R0K3",S7R0K3,"$290,000",290000,"Single Family","Row / Townhouse",3,2,"1254 sqft",,,2012,"Detached Garage, Surfaced (2), Other, Parking Space(s) (2)",4,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning",,"Angela Porrelli","LPT Realty","4 days ago","$2,059 (CAD)",5878934,205700,,,,1232.60,,702.67,,123.85,,2059.12,,Condominium,"Condo, Townhouse",,,
SK028568,Saskatoon,"316 915 Kristjanson ROAD|Saskatoon, Saskatchewan S7S0B1",S7S0B1,"$289,900",289900,"Single Family",Apartment,2,2,"871 sqft",,X,2015,"Parking Space(s) (1)",1,Condominium/Strata,"Hot Water, In Floor Heating","Central air conditioning",,"Tarren Newhouse","TRCG The Realty Consultants Group",,"$2,334 (CAD)",5972894,233200,,,,1397.39,,796.61,,140.41,,2334.41,,Condominium,"Condo, Lowrise",,,
SK027635,Saskatoon,"421 2315 McClocklin ROAD|Saskatoon, Saskatchewan S7R0K8",S7R0K8,"$289,900",289900,"Single Family","Row / Townhouse",2,1,"910 sqft",,,2013,"Other, None, Parking Space(s) (2)",2,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning","Full (Finished)","John Quinney","Royal LePage Saskatoon Real Estate",,"$1,995 (CAD)",5930324,199300,,,,1194.25,,680.81,,119.99,,1995.05,,Condominium,"Condo, Lowrise",,,
SK027921,Saskatoon,"223 915 Kristjanson ROAD|Saskatoon, Saskatchewan S7S0B1",S7S0B1,"$289,900",289900,"Single Family",Apartment,2,2,"831 sqft",,,2014,"Surfaced (1), Other, Parking Space(s) (2)",3,Condominium/Strata,"In Floor Heating","Central air conditioning",,"Paul Chavady","Royal LePage Varsity",,"$2,256 (CAD)",,,,,,,,,,,,,,,,,,
SK026806,Saskatoon,"602 315 5th AVENUE N|Saskatoon, Saskatchewan S7K2P4",S7K2P4,"$289,900",289900,"Single Family",Apartment,2,2,"1089 sqft",,,1982,"Underground, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water","Central air conditioning",,"Sadia Hameed","Realty ONE Group Dynamic",,"$2,547 (CAD)",5271377,208700,,,,1250.58,,712.92,,125.65,,2089.15,,Condominium,"Condo, Highrise",,,
SK028156,Saskatoon,"400 423 Tait COURT|Saskatoon, Saskatchewan S7H5L3",S7H5L3,"$288,000",288000,"Single Family",Apartment,4,2,"1518 sqft",,,1982,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water","Wall unit, Window air conditioner",,"Yishui Zhou","Boyes Group Realty Inc.",,"$2,673 (CAD)",,,,,,,,,,,,,,,,,,
SK027410,Saskatoon,"512 103 Klassen CRESCENT|Saskatoon, Saskatchewan S7R0J2",S7R0J2,"$285,000",285000,"Single Family","Row / Townhouse",3,2,"1179 sqft",,,2011,"Surfaced (2), None, Parking Space(s) (2)",4,Condominium/Strata,"Forced air","Central air conditioning",,"Matthew Stefanson","Realty Executives Saskatoon",,"$2,363 (CAD)",5882365,219400,,,,1314.70,,749.47,,132.10,,2196.27,,Condominium,"Condo, Lowrise",,,
SK025927,Saskatoon,"337 U AVENUE S|Saskatoon, Saskatchewan S7L4P9",S7L4P9,"$284,999",284999,"Single Family",House,6,3,"990 sqft",,"3495 sqft",1982,"Parking Pad, None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Edward Ramsey","Choice Realty Systems",,"$2,354 (CAD)",,,,,,,,,,,,,,,,,,
SK024654,Saskatoon,"429 120 23rd STREET E|Saskatoon, Saskatchewan S7K0K8",S7K0K8,"$284,900",284900,"Single Family",Apartment,1,1,"943 sqft",,,,"Parking Space(s) (1)",1,Condominium/Strata,,,,"Derek Morgan","Realty Executives Saskatoon",,,,,,,,,,,,,,,,,,,,
SK028687,Saskatoon,"3523 Taylor STREET E|Saskatoon, Saskatchewan S7H5H2",S7H5H2,"$280,000",280000,"Single Family",,3,2,"800 sqft",,"4200 sqft",1979,"Parking Pad, Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Mohammed Yasin","eXp Realty","6 days ago","$2,679 (CAD)",5529238,259500,,,,1554.99,,886.45,,156.24,,2597.68,,"Residential Properties","Townhouse, Res-2 unit (Two Titles)",4211,,
SK028408,Saskatoon,"408 230 Slimmon ROAD|Saskatoon, Saskatchewan S7V0B3",S7V0B3,"$279,900",279900,"Single Family",Apartment,2,2,"1067 sqft",,,2010,"Surfaced (1), Other, None, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water","Wall unit",,"Ryan Mollberg","M Realty",,"$2,346 (CAD)",,,,,,,,,,,,,,,,,,
SK023868,Saskatoon,"305 412 Willowgrove SQUARE|Saskatoon, Saskatchewan S7W0T2",S7W0T2,"$278,500",278500,"Single Family",Apartment,2,2,"926 sqft",,,2014,"Underground (1), Other, Heated Garage, Parking Space(s) (1)",2,Condominium/Strata,"Forced air","Central air conditioning",,"Alyson Anderson","Century 21 Fusion",,"$2,310 (CAD)",5954106,216200,,,,1295.52,,738.54,,130.17,,2164.23,,Condominium,"Condo, Lowrise",,,
SK025989,Saskatoon,"607 K AVENUE N|Saskatoon, Saskatchewan S7L2M8",S7L2M8,"$278,000",278000,"Single Family",House,3,1,"958 sqft",,37.5x124.5,1959,"Detached Garage, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)","Central air conditioning","Full (Partially finished)","Luke Levesque","eXp Realty",,"$2,104 (CAD)",,,,,,,,,,,,,,,,,,
SK026278,Saskatoon,"207 720 Baltzan TERRACE|Saskatoon, Saskatchewan S7W0W6",S7W0W6,"$275,000",275000,"Single Family",Apartment,2,2,"924 sqft",,,2016,"Surfaced (1), Other, Parking Space(s) (2)",3,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning",,"Ryan Stanek","Coldwell Banker Signature",,"$2,315 (CAD)",,,,,,,,,,,,,,,,,,
SK029022,Saskatoon,"209 28th STREET W|Saskatoon, Saskatchewan S7L0K4",S7L0K4,"$274,900",274900,"Single Family",House,3,2,"988 sqft",,30x120,1912,"None, Gravel, Parking Space(s) (3)",3,Freehold,"Baseboard heaters, Hot Water",,"Full (Finished)","Kimberlee Matheson","TRCG The Realty Consultants Group","10 hours ago",,5264965,170400,,,,1021.08,,582.09,,102.59,,1705.76,,"Residential Properties","Single Family, Detached",3587,,
SK026007,Saskatoon,"116 125 Willis CRESCENT|Saskatoon, Saskatchewan S7T0T1",S7T0T1,"$274,900",274900,"Single Family",Apartment,2,2,"947 sqft",,,2013,"Other, Parking Space(s) (1)",1,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning","Crawl space (Unfinished)","Jack Bouvier","Aspaire Realty Inc.",,"$2,032 (CAD)",5919467,203000,,,,1216.42,,693.45,,122.22,,2032.09,,Condominium,"Condo, Lowrise",,,
SK026783,Saskatoon,"201 110 Akhtar BEND|Saskatoon, Saskatchewan S7W0Y9",S7W0Y9,"$269,900",269900,"Single Family","Row / Townhouse",2,2,"993 sqft",,,2021,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Forced air, (Natural gas)",,"Crawl space (Not Applicable)","Drew Tofin","RE/MAX Saskatoon",,"$2,227 (CAD)",,,,,,,,,,,,,,,,,,
SK027042,Saskatoon,"1002 315 5th AVENUE N|Saskatoon, Saskatchewan S7K2P4",S7K2P4,"$269,900",269900,"Single Family",Apartment,2,2,"1089 sqft",,,1980,"Other, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Travis Nutting","Realty Executives Saskatoon",,"$2,322 (CAD)",,,,,,,,,,,,,,,,,,
SK025821,Saskatoon,"265 322 Lewin WAY|Saskatoon, Saskatchewan S7T0A7",S7T0A7,"$264,900",264900,"Single Family","Row / Townhouse",2,1,"760 sqft",,,2018,"Parking Space(s) (1)",1,Condominium/Strata,"Forced air, (Natural gas)",,"Crawl space (Not Applicable)","CJ SINGH REAL ESTATE PROF. CORP.","RE/MAX Saskatoon",,"$2,200 (CAD)",6028751,218700,,,,1310.50,,747.08,,131.67,,2189.25,,Condominium,"Condo, Townhouse",,,
SK028932,Saskatoon,"1526 Coy AVENUE|Saskatoon, Saskatchewan S7M0H6",S7M0H6,"$264,900",264900,"Single Family",House,2,1,"865 sqft",,"4838 sqft",1947,"Parking Pad, Parking Space(s) (1)",1,Freehold,"Baseboard heaters, (Electric), Forced air, (Natural gas)","Wall unit","Partial (Unfinished)","Mitch Butler","Realty Executives Saskatoon","3 days ago","$2,491 (CAD)",5434176,316000,,,,1893.55,,1079.46,,190.26,,3163.27,,"Residential Properties","Single Family, Detached",4838,,
SK028055,Saskatoon,"112 130 Phelps WAY|Saskatoon, Saskatchewan S7V0K5",S7V0K5,"$260,000",260000,"Single Family",Apartment,2,1,"977 sqft",,,2017,"Surfaced (2), Other, None, Parking Space(s) (2)",4,Condominium/Strata,"Baseboard heaters, (Electric)","Wall unit",,"Gail Bastien","LPT Realty",,"$2,162 (CAD)",,,,,,,,,,,,,,,,,,
SK026307,Saskatoon,"106 3130 Louise STREET|Saskatoon, Saskatchewan S7J3L8",S7J3L8,"$259,900",259900,"Single Family",Apartment,2,2,"1167 sqft",,,1986,"Underground (1), Other, Heated Garage, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water","Wall unit","Full (Not Applicable)","Murray Kurtenbach","Century 21 Fusion",,"$1,758 (CAD)",5524132,170500,,,,1021.68,,582.43,,102.65,,1706.76,,Condominium,"Condo, Lowrise",,,
SK028293,Saskatoon,"206 3130 Louise STREET|Saskatoon, Saskatchewan S7J3L8",S7J3L8,"$259,900",259900,"Single Family",Apartment,2,2,"1167 sqft",,,1986,"Underground (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit",,"Michelle Butler","Royal LePage Saskatoon Real Estate",,"$1,755 (CAD)",,,,,,,,,,,,,,,,,,
SK028925,Saskatoon,"136 2710 Main STREET|Saskatoon, Saskatchewan S7H0M3",S7H0M3,"$259,900",259900,"Single Family",Apartment,1,1,"753 sqft",,0.00,2012,"Underground (1), Other, Heated Garage, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water, (Natural gas)","Central air conditioning",,"Shawn Johnson","RE/MAX Saskatoon","3 days ago","$2,296 (CAD)",5879981,220100,,,,1318.89,,751.86,,132.52,,2203.27,,Condominium,"Condo, Lowrise",,,
SK028644,Saskatoon,"319 211 Ledingham STREET|Saskatoon, Saskatchewan S7V0C5",S7V0C5,"$259,800",259800,"Single Family",Apartment,2,1,"915 sqft",,,2012,"Surfaced (2), Other, Parking Space(s) (2)",4,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit",,"Sheila Ashdown","Century 21 Fusion","6 days ago","$1,863 (CAD)",5892434,182000,,,,1090.59,,621.71,,109.58,,1821.88,,Condominium,"Condo, Lowrise",,,
SK026744,Saskatoon,"2O9 525 5th AVENUE N|Saskatoon, Saskatchewan S7K2R1",S7K2R1,"$254,900",254900,"Single Family",Apartment,2,2,"1206 sqft",,,1986,"Underground (1), Surfaced (1), Other, Parking Space(s) (2)",4,Condominium/Strata,"Baseboard heaters, (Natural gas)","Window air conditioner",,"Kerry Doole","Realty Executives Saskatoon",,"$2,620 (CAD)",,,,,,,,,,,,,,,,,,
SK028506,Saskatoon,"732 MCCORMACK ROAD|Saskatoon, Saskatchewan S7M4Z9",S7M4Z9,"$254,900",254900,"Single Family",,5,1,"918 sqft",,"3120 sqft",1980,"None, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Brittany Chan","Boyes Group Realty Inc.",,"$2,108 (CAD)",5803323,210600,,,,1261.97,,719.41,,126.80,,2108.18,,"Residential Properties","Townhouse, Res-2 unit (Two Titles)",3119,,
SK028830,Saskatoon,"132 109th STREET W|Saskatoon, Saskatchewan S7N1R2",S7N1R2,"$250,000",250000,"Single Family",House,4,1,"720 sqft",,50x145,1929,"Detached Garage, Parking Space(s) (6)",6,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Sheila Ashdown","Century 21 Fusion","4 days ago","$2,473 (CAD)",5204002,246400,,,,1476.49,,841.70,,148.35,,2466.54,,"Residential Properties","Single Family, Detached",7276,,
SK028378,Saskatoon,"213 110 Akhtar BEND|Saskatoon, Saskatchewan S7W0Y9",S7W0Y9,"$249,900",249900,"Single Family","Row / Townhouse",2,2,"877 sqft",,,2021,"Surfaced (213), Other, None, Parking Space(s) (1)",214,Condominium/Strata,"Forced air, (Natural gas)",,,"Cole Tofin","RE/MAX Saskatoon",,"$2,259 (CAD)",,,,,,,,,,,,,,,,,,
SK028048,Saskatoon,"105 770 Childers CRESCENT|Saskatoon, Saskatchewan S7L6W1",S7L6W1,"$249,900",249900,"Single Family",Apartment,2,2,"956 sqft",,,2016,"Underground (1), Surfaced (1), Other, Parking Space(s) (2)",4,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning",,"Kindra Sowden","LPT Realty",,"$1,942 (CAD)",,,,,,,,,,,,,,,,,,
SK026209,Saskatoon,"1502 F AVENUE N|Saskatoon, Saskatchewan S7L1X9",S7L1X9,"$249,900",249900,"Single Family",House,3,1,"820 sqft",,"6200 sqft",1927,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Partial (Unfinished)","Reagan Hnatiuk","Royal LePage Varsity",,"$1,957 (CAD)",,,,,,,,,,,,,,,,,,
SK028641,Saskatoon,"110 215 Lowe ROAD|Saskatoon, Saskatchewan S7S1N9",S7S1N9,"$245,900",245900,"Single Family",Apartment,2,2,"845 sqft",,,,"Detached Garage, Surfaced (1), Other, Parking Space(s) (2)",3,Condominium/Strata,,,,"April Townsend","Realty Executives Saskatoon","5 days ago",,5687741,198400,,,,1188.86,,677.73,,119.45,,1986.04,,Condominium,"Condo, Lowrise",,,
SK028799,Saskatoon,"504 550 4th AVENUE N|Saskatoon, Saskatchewan S7K2M7",S7K2M7,"$245,900",245900,"Single Family",Apartment,1,1,"602 sqft",,,2016,"Underground (103), Parking Space(s) (1)",104,Condominium/Strata,"Baseboard heaters, Hot Water","Window air conditioner",,"Daryl A Renneberg","North Ridge Realty Ltd.","3 days ago","$2,405 (CAD)",6001176,199100,,,,1193.05,,680.13,,119.87,,1993.05,,Condominium,"Condo, Highrise",,,
SK027431,Saskatoon,"120 O AVENUE S|Saskatoon, Saskatchewan S7M2R5",S7M2R5,"$245,000",245000,"Single Family",House,3,2,"960 sqft",,"4945 sqft",1942,None,,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Don (Xuanzhi) Tang","L&T Realty Ltd.",,"$1,458 (CAD)",,,,,,,,,,,,,,,,,,
SK028219,Saskatoon,"103 2013 Arlington AVENUE|Saskatoon, Saskatchewan S7J2H6",S7J2H6,"$244,500",244500,"Single Family",Apartment,2,2,"1174 sqft",,,1986,"Underground (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water, (Natural gas)","Wall unit",,"Richard Reimer Realty Pc Ltd.","Boyes Group Realty Inc.",,"$1,821 (CAD)",,,,,,,,,,,,,,,,,,
